"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"GAUSS_VIEW","VIEW_APP_01","TABLE_012_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","VERSION","INTEGER","10","NO","2","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_013_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","REGION_CODE","CHAR","6","YES","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","OWNER_NAME","VARCHAR","50","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","REMARK","VARCHAR","200","YES","","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_014_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_015_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_015_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_015_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_015_VIEW","OWNER_ID","VARCHAR","20","NO","","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_015_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_016_VIEW","EXTRA_FLAG","VARCHAR","5","YES","","7"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","ID","NUMERIC","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","DESCRIPTION","VARCHAR","30","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_017_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","OWNER_NAME","VARCHAR","50","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","REMARK","VARCHAR","200","YES","ARCHIVED","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_018_VIEW","ACTIVE","CHAR","1","YES","Y","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","OWNER_ID","VARCHAR","20","NO","","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_019_VIEW","CREATED_BY","VARCHAR","40","NO","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","NAME","VARCHAR","80","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_020_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","FLAG","VARCHAR","4","YES","N","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_021_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","OWNER_NAME","VARCHAR","50","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","REMARK","VARCHAR","200","YES","","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","AUTO","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_022_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","CATEGORY","VARCHAR","24","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","OWNER_ID","VARCHAR","20","NO","","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_02","TABLE_023_VIEW","CREATED_BY","VARCHAR","40","NO","","6"
"GAUSS_VIEW","VIEW_APP_02","TABLE_024_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_02","TABLE_024_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_02","TABLE_024_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_02","TABLE_024_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_02","TABLE_024_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_025_VIEW","EXTRA_FLAG","VARCHAR","5","YES","","7"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","ID","NUMERIC","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","OWNER_NAME","VARCHAR","30","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","REMARK","VARCHAR","200","YES","","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_026_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","OWNER_ID","VARCHAR","20","NO","ARCHIVED","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_027_VIEW","CREATED_BY","VARCHAR","40","YES","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_028_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","DESCRIPTION","VARCHAR","80","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_029_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","OWNER_NAME","VARCHAR","50","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","REMARK","VARCHAR","4","YES","","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_030_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","OWNER_ID","VARCHAR","20","NO","","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","AUDIT_MARK","CHAR","1","YES","AUTO","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_031_VIEW","CREATED_BY","VARCHAR","40","NO","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","CODE","VARCHAR","16","YES","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_032_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_033_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_033_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_033_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_033_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_033_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","OWNER_NAME","VARCHAR","50","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","REMARK","VARCHAR","200","YES","","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_034_VIEW","EXTRA_FLAG","VARCHAR","5","YES","","7"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","ID","NUMERIC","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","SCORE","INTEGER","30","YES","0","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","OWNER_ID","VARCHAR","20","NO","","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_035_VIEW","CREATED_BY","VARCHAR","40","NO","","6"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","STATUS","CHAR","1","NO","ARCHIVED","4"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","AMOUNT","DECIMAL","12,2","NO","0","5"
"GAUSS_VIEW","VIEW_APP_03","TABLE_036_VIEW","UPDATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","BIZ_CODE","CHAR","8","NO","","2"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_04","TABLE_037_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","ID","DECIMAL","18","NO","","1"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","REGION_CODE","CHAR","6","NO","","2"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","OWNER_NAME","VARCHAR","80","YES","","3"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","REMARK","VARCHAR","200","YES","","4"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","LAST_SYNC_AT","TIMESTAMP","","YES","","5"
"GAUSS_VIEW","VIEW_APP_04","TABLE_038_VIEW","ACTIVE","CHAR","1","NO","Y","6"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","CATEGORY","VARCHAR","24","YES","","2"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","SCORE","INTEGER","10","YES","0","3"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","OWNER_ID","VARCHAR","4","NO","","4"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","AUDIT_MARK","CHAR","1","YES","","5"
"GAUSS_VIEW","VIEW_APP_04","TABLE_039_VIEW","CREATED_BY","VARCHAR","40","NO","","6"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","ID","INTEGER","10","NO","","1"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","CODE","VARCHAR","16","NO","","2"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","NAME","VARCHAR","60","YES","","3"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","STATUS","CHAR","1","NO","A","4"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","AMOUNT","DECIMAL","12,2","NO","2","5"
"GAUSS_VIEW","VIEW_APP_04","TABLE_040_VIEW","UPDATED_AT","TIMESTAMP","","YES","","6"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","ID","BIGINT","19","NO","","1"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","BIZ_CODE","CHAR","8","YES","","2"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","DESCRIPTION","VARCHAR","120","YES","","3"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","FLAG","CHAR","1","YES","N","4"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","VERSION","INTEGER","10","NO","1","5"
"GAUSS_VIEW","VIEW_APP_04","TABLE_041_VIEW","CREATED_AT","TIMESTAMP","","NO","","6"
